Location ID	Aquifer	Latitude	Longitude	Ground Elevation	Geologic Unit Code	Well Installation Date	Total Well Depth [ft]	Well Diameter [in]	Screen Top [ft]	Screen Bottom [ft]	Comments	WELL_COMPLETION_REPORT_URL	Location Type	Monitoring Area	Watershed	Well Status	Inactive Date	TOC Elevation	LWA Notes	Source	Max	Max Date	Last	Last Date	Max Hex	Max Date Hex	Last Hex	Last Date Hex	Length	Active	Exceedance	Substantial Data
PAO-3	Alluvial	35.88349	-106.25901	6578.580	Qal	1998-08-27 00:00:00	13.47	4 in	5.62	10.620	Pueblo Canyon alluvial wellefile N. McCranie allu PAO-3. Source Org Code changed to ER/WQH.  Location data from ER, sampled by WQH.  Deleted ULI 170252, duplicate location, changed to Synonym., NULL, Pueblo Canyon alluvial wellefile N. McCranie allu PAO-3. Source Org Code changed to ER/WQH.  Location data from ER, sampled by WQH.  Deleted ULI 170252, duplicate location, changed to Synonym., Pueblo Canyon alluvial wellefile N. McCranie allu PAO-3. Source Org Code changed to ER/WQH.  Location data from ER, sampled by WQH.  Deleted ULI 170252, duplicate location, changed to Synonym.	NULL	MON	General	Los Alamos	A	NULL	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	4.7	2005-05-10	4.7	2005-05-10	No Data	No Data	No Data	No Data	5			Substantial
PAO-4	Alluvial	35.87866	-106.23085	6437.370	Alluvial	1997-07-24 00:00:00	9.82	6440.77	1.97	6.970	Pueblo Canyon alluvial wellefile N. McCranie ALLU PAO-4. Source Org Code changed to ER/WQH.  Location data from ER, sampled by WQH.  Deleted ULI 170262, duplicate location, changed to Synonym., NULL, Pueblo Canyon alluvial wellefile N. McCranie ALLU PAO-4. Source Org Code changed to ER/WQH.  Location data from ER, sampled by WQH.  Deleted ULI 170262, duplicate location, changed to Synonym., Pueblo Canyon alluvial wellefile N. McCranie ALLU PAO-4. Source Org Code changed to ER/WQH.  Location data from ER, sampled by WQH.  Deleted ULI 170262, duplicate location, changed to Synonym.	NULL	MON	General	Los Alamos	A	NULL	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	2.6	2007-08-02	2.6	2007-08-02	No Data	No Data	No Data	No Data	28			Substantial
PAO-5n	Alluvial	35.87326	-106.22011	6369.79	Qal	1998-03-24 00:00:00	15.28	4	7.43	12.430	NULL, NULL	NULL	NULL	General	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW	Well Info	No Detect Data	No Detect Data	No Detect Data	No Detect Data	No Data	No Data	No Data	No Data	17	Active		Substantial
PAO-5s	Alluvial	35.87287	-106.22042	6368.300	Tpf	1998-03-23 00:00:00	20.90	4 in	8.05	18.050	NULL, NULL	NULL	MON	General	Los Alamos	A	NULL	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	No Detect Data	No Detect Data	No Detect Data	No Detect Data	No Data	No Data	No Data	No Data	2			
PCAO-4	NULL	35.85492	-106.30529	7055.620	NULL	NULL	NULL	NULL	NULL	NULL	Abandoned Location - Ground Level, NULL	NULL	BH(1-10ft)	General	Pajarito	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
PCAO-5	Alluvial	35.85353	-106.29474	6943.290	Qal	2008-05-03 00:00:00	30.00	4 in	14.7	24.700	Brass Cap, NULL, Brass Cap, Brass Cap	NULL	MON	General	Pajarito	A	NULL	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	No Detect Data	No Detect Data	No Detect Data	No Detect Data	No Data	No Data	No Data	No Data	14			Substantial
PCAO-6	Alluvial	35.85336	-106.29322	6921.400	Qal	2008-06-05 00:00:00	20.00	4 in	8	15.000	Brass Cap, NULL, Brass Cap, Brass Cap	NULL	MON	General	Pajarito	A	NULL	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	2.68	2010-06-04	2.68	2010-06-04	No Data	No Data	No Data	No Data	4			Substantial
PCAO-7a	Alluvial	35.83869	-106.26174	6711.970	Qal	2008-05-30 00:00:00	25.00	4 in	9.7	19.700	Brass Cap, NULL, Brass Cap, Brass Cap	NULL	MON	TA-54	Pajarito	A	NULL	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	No Detect Data	No Detect Data	No Detect Data	No Detect Data	No Data	No Data	No Data	No Data	18			Substantial
PCAO-7b1	Alluvial	35.83853	-106.2621	6713.620	Qal	2008-05-21 00:00:00	60.00	4 in	44	54.000	Brass Cap, NULL, Brass Cap, Brass Cap	NULL	MON	TA-54	Pajarito	A	NULL	[84]	Well Diameter [in] updated from MW	Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
PCAO-7b2	Alluvial	35.8385	-106.26205	6713.390	Qal	2008-05-27 00:00:00	25.00	4 in	10	20.000	Brass Cap, NULL, Brass Cap, Brass Cap	NULL	MON	TA-54	Pajarito	A	NULL	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	5.0	2008-12-18	4.4	2009-03-06	No Data	No Data	No Data	No Data	14			Substantial
PCAO-7c	Alluvial	35.8381	-106.26252	6714.570	Qal	2008-05-16 00:00:00	25.00	4 in	9.7	19.700	Brass Cap, NULL, Brass Cap, Brass Cap	NULL	MON	General	Pajarito	A	NULL	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	2.74	2009-09-14	2.74	2009-09-14	No Data	No Data	No Data	No Data	20			Substantial
PCAO-8	Alluvial	35.82722	-106.23837	6584.450	Qal	2008-06-02 00:00:00	25.00	4	9.7	19.700	Brass Cap, NULL, Brass Cap, Brass Cap	NULL	MON	TA-54	Pajarito	A	NULL	[84]		Well Info	3.01	2010-06-08	3.01	2010-06-08	No Data	No Data	No Data	No Data	12	Active		Substantial
PCAO-9	Alluvial	35.82614	-106.23271	6558.600	Qal	2008-06-12 00:00:00	21.00	4 in	6	16.000	Brass Cap, NULL, Brass Cap, Brass Cap	NULL	MON	TA-54	Pajarito	A	NULL	[84]	Geologic Unit Code updated from MW, Well Diameter [in] updated from MW	Well Info	9.1	2008-09-17	9.1	2008-09-17	No Data	No Data	No Data	No Data	6		Exceedance	Substantial
PCI-2	Intermediate	35.85331	-106.29309	6920.95	Tpf	2009-04-10 00:00:00	533.30	5	512	522.000	NULL, NULL	NULL	NULL	General	Pajarito	A	NULL	[84]	Ground Elevation updated from MW	Well Info	2.6	2009-12-14	2.6	2009-12-14	No Data	No Data	No Data	No Data	30	Active		Substantial
PCO-1	Alluvial	35.83716	-106.25843	6687	NULL	1985-06-30 00:00:00	12.00	NULL	4	12.000	NULL, NULL	NULL	NULL	TA-54	Pajarito	A	NULL	[84]	Ground Elevation updated from MW	Well Info	2.0	2005-08-24	1.1	2005-08-24	No Data	No Data	No Data	No Data	9			Substantial
PCO-2	Alluvial	35.83016	-106.24567	6618.3	NULL	1985-06-30 00:00:00	9.50	NULL	1.5	9.500	NULL, NULL	NULL	NULL	TA-54	Pajarito	A	NULL	[84]	Ground Elevation updated from MW	Well Info	5.8	2007-06-25	3.4	2007-12-06	No Data	No Data	No Data	No Data	15			Substantial
PCO-3	Alluvial	35.82479	-106.23087	6546.3	NULL	1985-06-30 00:00:00	17.70	NULL	5.7	17.700	NULL, NULL	NULL	NULL	General	Pajarito	A	NULL	[84]	Ground Elevation updated from MW	Well Info	3.6	2007-12-07	2.6	2008-03-18	No Data	No Data	No Data	No Data	14			Substantial
PM-00004	NULL	35.85021	-106.26618	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Record created for data migration. Coordinates loaded in 2008 for data cleanup, same xy as location PM-4., NULL	NULL	BH	General	Mortendad	NULL	NULL	[84]		Well Info	4.5	1999-03-26	4.2	1999-03-30	No Data	No Data	No Data	No Data	5			Substantial
PM-1	Regional	35.85947	-106.2253	NULL	NULL	1965-02-01 00:00:00	2499.00	NULL	945	2479.000	NULL, Water supply well	NULL	NULL	General	Sandia	A	NULL	[84]		Well Info	7.57	2012-08-28	5.75	2019-12-17	4.1	2006-01-19	3.3	2007-02-28	90	Active	Exceedance	Substantial
PM-2	Regional	35.8383	-106.26255	NULL	NULL	1965-07-15 00:00:00	2300.00	NULL	1004	2280.000	NULL, Water supply well	NULL	NULL	TA-54	Pajarito	A	NULL	[84]		Well Info	7.46	2015-12-09	4.14	2019-12-17	4.2	2006-08-24	3.7	2007-02-28	44	Active		Substantial
PM-3	Regional	35.86337	-106.24267	NULL	NULL	1966-11-01 00:00:00	2552.00	NULL	956	2532.000	NULL, Water supply well	NULL	NULL	General	Sandia	A	NULL	[84]		Well Info	11.6	2007-05-16	4.06	2019-12-17	4.6	2006-01-19	3.8	2007-02-28	83	Active	Exceedance	Substantial
PM-4	Regional	35.85021	-106.26618	NULL	NULL	1981-08-15 00:00:00	2874.00	NULL	1260	2854.000	NULL, Water supply well	NULL	NULL	General	Mortendad	A	NULL	[84]		Well Info	60.0	2016-05-16	5.57	2018-06-19	5.5	2006-05-09	4.7	2007-02-28	52	Active	Exceedance	Substantial
PM-5	Regional	35.85858	-106.27803	NULL	NULL	1982-09-01 00:00:00	3092.00	NULL	1440	3072.000	NULL, Water supply well	NULL	NULL	General	Mortendad	A	NULL	[84]		Well Info	15.6	2007-05-16	5.58	2019-02-28	5.7	2006-12-07	5.0	2007-02-28	81	Active	Exceedance	Substantial
PO-4B	Alluvial	35.88141	-106.24817	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Locations estimated in April 2010 by georeferencing locations on old ESR maps., NULL, Locations estimated in April 2010 by georeferencing locations on old ESR maps. , Locations estimated in April 2010 by georeferencing locations on old ESR maps. 	NULL	MON	General	Los Alamos	NULL	2012-03-15 10:48:00	[84]	Aquifer updated from MW	Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
POI-4	Intermediate	35.87176	-106.21957	6372.29	Tb4	1996-05-13 00:00:00	176.50	4	159	174.000	NULL, NULL, Survey of Aluminum disc, Survey of Aluminum disc	NULL	NULL	General	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW	Well Info	4.7	2008-01-22	2.09	2013-06-03	No Data	No Data	No Data	No Data	30	Active		Substantial
PRB-MW-01	Alluvial	35.86383	-106.27775	6881.850	NULL	NULL	NULL	NULL	NULL	NULL	Mortandad Canyon Permeable Reactive Barrier - Monitoring well 1 (upstream), NULL, Mortandad Canyon Permeable Reactive Barrier - Monitoring well 1 (upstream), Mortandad Canyon Permeable Reactive Barrier - Monitoring well 1 (upstream)	NULL	MON	Chromium	Mortendad	NULL	NULL	[84]	Aquifer updated from MW	Well Info	No Detect Data	No Detect Data	No Detect Data	No Detect Data	No Data	No Data	No Data	No Data	2			
PRB-MW-02	Alluvial	35.86373	-106.27756	6881.600	NULL	NULL	NULL	NULL	NULL	NULL	Mortandad Canyon Permeable Reactive Barrier - Monitoring well 2 (downstream), NULL, Mortandad Canyon Permeable Reactive Barrier - Monitoring well 2 (downstream), Mortandad Canyon Permeable Reactive Barrier - Monitoring well 2 (downstream)	NULL	MON	Chromium	Mortendad	NULL	NULL	[84]	Aquifer updated from MW	Well Info	No Detect Data	No Detect Data	No Detect Data	No Detect Data	No Data	No Data	No Data	No Data	2			
PU-00001	NULL	35.88021	-106.24788	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Record created for data migration. Coordinates loaded in 2008 for data cleanup, same xy as location PO-4., NULL	NULL	BH	General	Los Alamos	NULL	NULL	[84]		Well Info	3.9	1996-06-12	3.9	1996-06-12	No Data	No Data	No Data	No Data	4			Substantial
PU-00002	NULL	35.87176	-106.21957	NULL	NULL	NULL	NULL	NULL	NULL	NULL	Record created for data migration. Coordinates loaded in 2008 for data cleanup, same xy as location POI-4. Coordinate accuracy is unknown., NULL	NULL	BH	General	Los Alamos	NULL	NULL	[84]		Well Info	No Detect Data	No Detect Data	No Detect Data	No Detect Data	No Data	No Data	No Data	No Data	4			Substantial
R-1	Regional	35.86356	-106.27721	6881.21	Tp	2004-03-12 00:00:00	1080.10	4.5	1031.12	1057.420	NULL, Well Development information from the field can be found in \\win.lanl.gov\dfs root\Pueblo\GWFA\Hard forms\Construction\R-1\Final Well IM Forms3., Coordinates obtained from Brass Cap Monument survey data in WCR., Coordinates obtained from Brass Cap Monument survey data in WCR., Coordinates obtained from Brass Cap Monument survey data in WCR.	NULL	NULL	Chromium	Mortendad	A	NULL	[84]	Ground Elevation updated from MW	Well Info	9.8	2006-04-19	6.24	2019-11-08	9.8	2006-04-19	6.14	2018-05-10	86	Active	Exceedance	Substantial
R-10 OB	Regional	35.85027	-106.20597	6362.310	NULL	NULL	NULL	NULL	NULL	NULL	Brass Cap location Kleinfelder survey, NULL, Brass Cap location Kleinfelder survey, Brass Cap location Kleinfelder survey	NULL	MON	General	Sandia	NULL	NULL	[84]	Aquifer updated from MW	Well Info	5.2	2005-09-08	5.2	2005-09-08	No Data	No Data	No Data	No Data	1			
R-10 S1	Regional	35.85027	-106.20597	6362.31	Tsf	NULL	NULL	NULL	874	897.000	NULL, NULL, Brass Cap location Kleinfelder survey, Brass Cap location Kleinfelder survey	NULL	NULL	General	Sandia	NULL	NULL	[84]	Ground Elevation updated from MW	Well Info	12.1518	2006-06-29	3.77	2019-11-07	2.5	2006-06-29	2.12581	2008-05-27	50	Active	Exceedance	Substantial
R-10 S2	Regional	35.85027	-106.20597	6362.31	Tsf	NULL	NULL	NULL	1042	1065.000	NULL, NULL, Brass Cap location Kleinfelder survey, Brass Cap location Kleinfelder survey	NULL	NULL	General	Sandia	NULL	NULL	[84]	Ground Elevation updated from MW	Well Info	12.6675	2006-06-29	3.14	2019-11-07	2.3	2006-06-29	2.15949	2008-05-27	53	Active	Exceedance	Substantial
R-10a	Regional	35.85032	-106.20615	6363.74	Tsf	2005-08-18 00:00:00	706.00	4.46	690	700.000	NULL, Single Completion top of Regional Aquifer, Brass Cap location Kleinfelder survey, Brass Cap location Kleinfelder survey	NULL	NULL	General	Sandia	A	NULL	[84]	Ground Elevation updated from MW	Well Info	12.7	2007-08-15	4.44	2019-11-07	7.6	2006-02-01	3.74	2018-05-15	89	Active	Exceedance	Substantial
R-11	Regional	35.86288	-106.25154	6673.72	Tp	2004-10-08 00:00:00	901.70	4.5	855	877.900	NULL, Site restoration was being completed at time WCR was being written.  Should be completed Spring 2005.  No geologic, hydrogeologic, or geophysical data were collected during the drilling of the new R-11 well in 2004., Location information taken from the Brass Cap Monument of the new R-11 well., Location information taken from the Brass Cap Monument of the new R-11 well.	NULL	NULL	Chromium	Sandia	A	NULL	[84]	Ground Elevation updated from MW	Well Info	35.1	2007-02-13	14.2	2020-02-13	29.6	2006-04-20	9.3	2019-05-17	126	Active	Exceedance	Substantial
R-12 OB	Intermediate	35.85892	-106.22635	6499.6	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL, Location information from Brass Cap survey data in WCR., Location information from Brass Cap survey data in WCR.	NULL	NULL	General	Sandia	NULL	NULL	[84]	Aquifer updated from MW, Ground Elevation updated from MW	Well Info	216.0	1998-06-09	216.0	1998-06-09	No Data	No Data	No Data	No Data	9		Exceedance	Substantial
R-12 S1	Intermediate	35.85892	-106.22635	6499.6	Tb4	NULL	NULL	NULL	459	467.500	NULL, NULL, original x, y, z = 1647398,1767947,6505.95, Location information from Brass Cap survey data in WCR., Location information from Brass Cap survey data in WCR.	NULL	NULL	General	Sandia	NULL	NULL	[84]	Ground Elevation updated from MW	Well Info	6.33	2001-09-07	1.3962	2011-06-03	0.4	2006-02-02	0.0	2008-05-15	50			Substantial
R-12 S2	Intermediate	35.85892	-106.22635	6499.6	Tp	NULL	NULL	NULL	504.5	508.000	NULL, NULL, Location information from Brass Cap survey data in WCR., Location information from Brass Cap survey data in WCR., original x, y, z = 1647398,1767947,6505.95	NULL	NULL	General	Sandia	NULL	NULL	[84]	Ground Elevation updated from MW	Well Info	7.61	2002-08-01	0.801	2013-07-22	0.5	2006-02-01	0.265727	2008-05-19	56	Active	Exceedance	Substantial
R-12 S3	Regional	35.85892	-106.22635	6499.6	Tsfb	NULL	NULL	NULL	801	839.000	NULL, NULL, Location information from Brass Cap survey data in WCR., original x, y, z = 1647398,1767947,6505.95, Location information from Brass Cap survey data in WCR.	NULL	NULL	General	Sandia	NULL	NULL	[84]	Ground Elevation updated from MW	Well Info	9.3	2001-03-15	1.0	2006-01-31	0.5	2006-01-31	0.3	2006-01-31	15		Exceedance	Substantial
R-13	Regional	35.8564	-106.24806	6673.05	Tp	2001-10-06 00:00:00	1029.40	4.5	958.33	1018.720	NULL, NULL, Location information from Brass Cap survey data in WCR., Location information from Brass Cap survey data in WCR., original x, y = 1640988, 1766989	NULL	NULL	Chromium	Mortendad	A	NULL	[84]	Ground Elevation updated from MW	Well Info	12.7	2009-04-30	5.69	2020-01-21	4.4	2006-02-02	3.71	2018-05-14	100	Active	Exceedance	Substantial
R-13 OB	Regional	35.8564	-106.24806	6673.050	NULL	NULL	NULL	NULL	NULL	NULL	Location information from Brass Cap survey data in WCR., NULL, Location information from Brass Cap survey data in WCR., Location information from Brass Cap survey data in WCR.	NULL	MON	Chromium	Mortendad	NULL	NULL	[84]	Aquifer updated from MW	Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
R-14 S1	Regional	35.86178	-106.28565	7062.08	Tp	NULL	NULL	NULL	1200.6	1233.200	NULL, NULL, Location info taken from Brass Cap survey data for R-14., Location info taken from Brass Cap survey data for R-14.	NULL	NULL	MDA C	Mortendad	NULL	NULL	[84]	Ground Elevation updated from MW	Well Info	9.9	2010-05-03	5.04	2019-11-12	0.4	2006-01-24	0.4	2006-01-24	105	Active	Exceedance	Substantial
R-14 S2	Regional	35.86178	-106.28565	7062.08	Tp	NULL	NULL	NULL	1286.5	1293.100	NULL, NULL, Location info taken from Brass Cap survey data for R-14., Location info taken from Brass Cap survey data for R-14.	NULL	NULL	MDA C	Mortendad	NULL	NULL	[84]	Ground Elevation updated from MW	Well Info	7.8241	2006-06-28	2.5001	2007-11-08	0.4	2006-01-25	0.4	2006-01-25	26		Exceedance	Substantial
R-15	Regional	35.85991	-106.26724	6820	Tp	1999-10-30 00:00:00	1030.60	5	958.6	1020.300	NULL, Well diameter corrected to 5 in., other records list it as 4.5 but WCR as built has 5" id, 5.56" od, Location info taken from Brass Monument survey data in R-15 WCR., Survey is from brass monument., Location info taken from Brass Monument survey data in R-15 WCR.	NULL	NULL	Chromium	Mortendad	A	NULL	[84]	Ground Elevation updated from MW	Well Info	18.2	2010-02-11	14.0	2020-01-23	38.4044	2008-05-20	10.9	2019-05-09	106	Active	Exceedance	Substantial
R-15 OB	Regional	35.85991	-106.26724	6820	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL, Location info taken from Brass Monument survey data in R-15 WCR., Location info taken from Brass Monument survey data in R-15 WCR.	NULL	NULL	Chromium	Mortendad	NULL	NULL	[84]	Aquifer updated from MW, Ground Elevation updated from MW	Well Info	689.0	1999-07-22	21.8	1999-08-27	No Data	No Data	No Data	No Data	4		Exceedance	Substantial
R-17 OB	Regional	35.85328	-106.29259	6921.510	NULL	NULL	NULL	NULL	NULL	NULL	Brass Cap location Kleinfelder survey, NULL, Brass Cap location Kleinfelder survey, Brass Cap location Kleinfelder survey	NULL	MON	General	Pajarito	NULL	NULL	[84]	Aquifer updated from MW	Well Info	6.5	2005-12-14	1.2	2006-01-13	No Data	No Data	No Data	No Data	3			
R-17 S1	Regional	35.85328	-106.29259	6921.51	Tpf	NULL	NULL	NULL	1057	1080.000	NULL, NULL, Brass Cap location Kleinfelder survey, Brass Cap location Kleinfelder survey	NULL	NULL	General	Pajarito	NULL	NULL	[84]	Ground Elevation updated from MW	Well Info	12.9	2007-04-25	3.07	2017-04-13	1.6	2006-02-24	0.058	2006-10-19	47	Active	Exceedance	Substantial
R-17 S2	Regional	35.85328	-106.29259	6921.51	Tpf	NULL	NULL	NULL	1124	1134.000	NULL, NULL, Brass Cap location Kleinfelder survey, Brass Cap location Kleinfelder survey	NULL	NULL	General	Pajarito	NULL	NULL	[84]	Ground Elevation updated from MW	Well Info	13.6	2007-02-22	4.05	2019-04-18	0.3	2006-10-17	0.3	2006-10-17	46	Active	Exceedance	Substantial
R-19	NULL	35.83787	-106.28542	7066.300	NULL	2000-09-19 00:00:00	1877.40	NULL	NULL	NULL	Location info taken from Brass Cap survey data in R-19 WCR., NULL, Location info taken from Brass Cap survey data in R-19 WCR., Location info taken from Brass Cap survey data in R-19 WCR.	NULL	MON	General	Pajarito	A	NULL	[84]		Well Info	2.2	2000-03-03	2.2	2000-03-03	No Data	No Data	No Data	No Data	1			
R-19 OB	Intermediate	35.83787	-106.28542	7066.300	NULL	NULL	NULL	NULL	NULL	NULL	Location info taken from Brass Cap survey data in R-19 WCR., NULL, Location info taken from Brass Cap survey data in R-19 WCR., Location info taken from Brass Cap survey data in R-19 WCR.	NULL	MON	General	Pajarito	NULL	NULL	[84]	Aquifer updated from MW	Well Info	No Detect Data	No Detect Data	No Detect Data	No Detect Data	No Data	No Data	No Data	No Data	1			
R-19 S1	Intermediate	35.83787	-106.28542	7066.300	Qbog	NULL	NULL	NULL	827.2	843.600	Location info taken from Brass Cap survey data in R-19 WCR., NULL, Location info taken from Brass Cap survey data in R-19 WCR., Location info taken from Brass Cap survey data in R-19 WCR.	NULL	MON	General	Pajarito	NULL	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
R-19 S2	Intermediate	35.83787	-106.28542	7066.3	Tp	NULL	NULL	NULL	893.3	909.600	NULL, NULL, original x, y, z = 1629920.1,1760250, 7066.9, Location info taken from Brass Cap survey data in R-19 WCR., Location info taken from Brass Cap survey data in R-19 WCR.	NULL	NULL	General	Pajarito	NULL	NULL	[84]	Ground Elevation updated from MW	Well Info	46.6	2009-03-10	2.81	2014-04-09	No Data	No Data	No Data	No Data	51	Active	Exceedance	Substantial
R-19 S3	Regional	35.83787	-106.28542	7066.300	Tpf	NULL	NULL	NULL	1171.4	1215.400	Location info taken from Brass Cap survey data in R-19 WCR., NULL, Location info taken from Brass Cap survey data in R-19 WCR., Location info taken from Brass Cap survey data in R-19 WCR.	NULL	MON	General	Pajarito	NULL	NULL	[84]		Well Info	29.0	2001-04-09	2.3	2015-04-14	No Data	No Data	No Data	No Data	55	Active	Exceedance	Substantial
R-19 S4	Regional	35.83787	-106.28542	7066.300	Tpf	NULL	NULL	NULL	1410.2	1417.400	Location info taken from Brass Cap survey data in R-19 WCR., NULL, Location info taken from Brass Cap survey data in R-19 WCR., Location info taken from Brass Cap survey data in R-19 WCR.	NULL	MON	General	Pajarito	NULL	NULL	[84]		Well Info	37.3	2006-08-16	2.87	2014-04-11	No Data	No Data	No Data	No Data	59	Active	Exceedance	Substantial
R-19 S5	Regional	35.83787	-106.28542	7066.300	Tpf	NULL	NULL	NULL	1582.6	1589.800	Location info taken from Brass Cap survey data in R-19 WCR., NULL, Location info taken from Brass Cap survey data in R-19 WCR., Location info taken from Brass Cap survey data in R-19 WCR.	NULL	MON	General	Pajarito	NULL	NULL	[84]		Well Info	9.2	2001-07-12	5.5076	2010-06-04	No Data	No Data	No Data	No Data	38		Exceedance	Substantial
R-19 S6	Regional	35.83787	-106.28542	7066.300	Tpf	NULL	NULL	NULL	1726.8	1733.900	Location info taken from Brass Cap survey data in R-19 WCR., NULL, Location info taken from Brass Cap survey data in R-19 WCR., Location info taken from Brass Cap survey data in R-19 WCR.	NULL	MON	General	Pajarito	NULL	NULL	[84]		Well Info	3.2367	2009-05-28	1.3476	2010-06-04	No Data	No Data	No Data	No Data	38			Substantial
R-19 S7	Regional	35.83787	-106.28542	7066.300	Tpf	NULL	NULL	NULL	1832.4	1839.500	Location info taken from Brass Cap survey data in R-19 WCR., NULL, Location info taken from Brass Cap survey data in R-19 WCR., Location info taken from Brass Cap survey data in R-19 WCR.	NULL	MON	General	Pajarito	NULL	NULL	[84]		Well Info	15.0	2001-03-29	1.441	2010-06-04	No Data	No Data	No Data	No Data	42		Exceedance	Substantial
R-2	Regional	35.8874	-106.28679	6770.38	Tpf	2003-10-28 00:00:00	943.30	4.5	906.4	929.600	NULL, Well Development information from the field can be found in \\win.lanl.gov\dfs root\Pueblo\GWFA\Hard forms\Construction\R-2\Final Well IM Forms2., Brass Cap xyz data taken by Lynn Engineering using static GPS elevation NGVD29., Brass Cap xyz data taken by Lynn Engineering using static GPS elevation NGVD29., Brass Cap xyz data taken by Lynn Engineering using static GPS elevation NGVD29.	NULL	NULL	General	Los Alamos	A	NULL	[84]	Ground Elevation updated from MW	Well Info	25.9	2008-01-11	4.03	2018-09-20	4.4	2006-02-27	4.4	2006-02-27	34	Active	Exceedance	Substantial
R-20	NULL	35.83635	-106.25871	6694.350	NULL	2002-09-09 00:00:00	1195	4.5	NULL	NULL	Location info taken from Brass Monument survey data from R-20 WCR., R-20 original completed depth is 1353.3 ft; after 2007 rehab total depth is 1195 ft (to K-packer), Location info taken from Brass Monument survey data from R-20 WCR., Location info taken from Brass Monument survey data from R-20 WCR.	NULL	MON	TA-54	Pajarito	A	NULL	[84]		Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
R-20 OB	Regional	35.83635	-106.25871	6694.350	NULL	NULL	NULL	NULL	NULL	NULL	Location info taken from Brass Monument survey data from R-20 WCR., NULL, Location info taken from Brass Monument survey data from R-20 WCR., Location info taken from Brass Monument survey data from R-20 WCR.	NULL	MON	TA-54	Pajarito	NULL	NULL	[84]	Aquifer updated from MW	Well Info	No Data	No Data	No Data	No Data	No Data	No Data	No Data	No Data	0			
R-20 S1	Regional	35.83635	-106.25871	6694.35	Tb4	NULL	NULL	NULL	904.6	912.200	NULL, NULL, Location info taken from Brass Monument survey data from R-20 WCR., Location info taken from Brass Monument survey data from R-20 WCR.	NULL	NULL	TA-54	Pajarito	NULL	NULL	[84]	Ground Elevation updated from MW	Well Info	6.7918	2007-11-30	0.6	2012-10-16	No Data	No Data	No Data	No Data	121	Active		Substantial
R-20 S2	Regional	35.83635	-106.25871	6694.35	Tjfp	NULL	NULL	NULL	1147.1	1154.700	NULL, NULL, Location info taken from Brass Monument survey data from R-20 WCR., Location info taken from Brass Monument survey data from R-20 WCR.	NULL	NULL	TA-54	Pajarito	NULL	NULL	[84]	Ground Elevation updated from MW	Well Info	9.5487	2007-12-03	0.799	2012-10-17	No Data	No Data	No Data	No Data	130	Active	Exceedance	Substantial
R-20 S3	Regional	35.83635	-106.25871	6694.35	Tcar	NULL	NULL	NULL	1328.8	1336.500	NULL, NULL, Location info taken from Brass Monument survey data from R-20 WCR., Location info taken from Brass Monument survey data from R-20 WCR.	NULL	NULL	TA-54	Pajarito	NULL	NULL	[84]	Ground Elevation updated from MW	Well Info	6.5	2004-05-05	3.7	2005-07-18	No Data	No Data	No Data	No Data	14			Substantial
R-21	Regional	35.83483	-106.24707	6656.24	Tp	2002-11-26 00:00:00	941.40	6	888.8	906.800	NULL, Site restoration dates from WCR, Location info taken from Brass Monument survey data from R-21 WCR., Location info taken from Brass Monument survey data from R-21 WCR.	NULL	NULL	TA-54	Mortendad	A	NULL	[84]	Ground Elevation updated from MW	Well Info	6.45	2010-08-11	1.33	2019-04-10	No Data	No Data	No Data	No Data	74	Active		Substantial
R-22 OB	Regional	35.82925	-106.23344	6650.5	NULL	NULL	NULL	NULL	NULL	NULL	NULL, NULL, Location info taken from Brass cap survey data from R-22 WCR., Location info taken from Brass cap survey data from R-22 WCR.	NULL	NULL	TA-54	Pajarito	NULL	NULL	[84]	Aquifer updated from MW, Ground Elevation updated from MW	Well Info	No Detect Data	No Detect Data	No Detect Data	No Detect Data	No Data	No Data	No Data	No Data	2			
